Samples	ID1	ID2	ID3	ID4	ID5	ID6	ID7	ID8	ID10	ID11	ID13	ID15	ID16	ID17	ID18	ID19	ID20	ID21
TCGA-GN-A4U3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-GN-A4U4	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0
TCGA-GN-A4U7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
TCGA-GN-A4U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TCGA-GN-A4U9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-GN-A8LK	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
TCGA-GN-A8LL	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
TCGA-GN-A9SD	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HR-A2OH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-LH-A9QB	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TCGA-OD-A75X	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0
TCGA-QB-A6FS	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCGA-QB-AA9O	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
TCGA-RP-A690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-RP-A693	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
TCGA-RP-A694	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TCGA-RP-A695	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
TCGA-RP-A6K9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-W3-A824	0	6	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0
TCGA-W3-A825	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
TCGA-W3-A828	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
TCGA-W3-AA1O	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-W3-AA1Q	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
TCGA-W3-AA1R	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
TCGA-W3-AA1V	0	0	10	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
TCGA-W3-AA21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WE-A8JZ	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
TCGA-WE-A8K1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
TCGA-WE-A8K5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
TCGA-WE-A8K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TCGA-WE-A8ZM	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TCGA-WE-A8ZN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WE-A8ZO	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WE-A8ZQ	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WE-A8ZX	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TCGA-WE-A8ZY	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TCGA-WE-AAA0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0
TCGA-WE-AAA3	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
TCGA-XV-AB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TCGA-YD-A89C	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
TCGA-YD-A9TA	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
TCGA-YD-A9TB	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TCGA-YG-AA3O	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
TCGA-YG-AA3P	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
TCGA-Z2-A8RT	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
TCGA-Z2-AA3S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TCGA-Z2-AA3V	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
